"RNAseq1" "RNAseq2" "RNAseq3" "RNAseq4" "RNAseq5" "RNAseq6" "RNAseq7" "RNAseq8"
"ENSBTAG00000021316" 1697 1581 2359 98 400 667 2677 1168
"ENSBTAG00000021318" 25 42 38 22 97 52 30 37
"ENSBTAG00000021319" 2286 2881 3149 2318 3180 2031 2208 2712
"ENSBTAG00000021321" 341 354 108 353 233 188 52 172
"ENSBTAG00000021322" 0 1 3 0 0 0 1 0
"ENSBTAG00000021323" 1675 1435 1733 1268 2435 1302 1159 1812
"ENSBTAG00000021325" 230 197 189 126 358 290 204 292
"ENSBTAG00000021326" 0 7 19 37 11 69 5 2
"ENSBTAG00000021327" 151 397 216 416 401 355 101 412
"ENSBTAG00000021328" 252 68 33 383 7 6 2 66
"ENSBTAG00000021329" 99 108 106 117 118 116 75 80
"ENSBTAG00000021333" 7 6 18 13 16 12 10 3
"ENSBTAG00000021334" 1888 2023 2102 2299 1826 1438 1250 1385
"ENSBTAG00000021336" 88 79 122 53 93 92 133 103
"ENSBTAG00000021337" 615 765 875 512 919 621 604 599
"ENSBTAG00000021338" 326 436 368 306 535 265 243 360
"ENSBTAG00000021339" 21 41 59 25 60 38 37 35
"ENSBTAG00000021340" 5 2 12 4 11 2 5 3
"ENSBTAG00000021341" 1329 1237 1044 1357 1095 642 726 1007
"ENSBTAG00000021342" 188 197 327 127 175 166 317 166
"ENSBTAG00000021343" 4268 3986 4535 3826 5941 2993 4273 5063
"ENSBTAG00000021344" 0 0 0 0 0 0 0 0
"ENSBTAG00000021345" 0 0 0 0 0 2 0 0
"ENSBTAG00000021346" 143 143 174 216 241 145 74 155
"ENSBTAG00000021347" 1648 2493 1479 288 640 589 1281 814
"ENSBTAG00000021351" 1826 1616 1771 1094 2682 1524 1634 1796
"ENSBTAG00000021357" 1722 1747 2191 1720 2360 1426 1431 1914
"ENSBTAG00000021358" 1376 1373 1861 833 1602 975 757 951
"ENSBTAG00000021359" 49 88 181 73 104 97 122 106
"ENSBTAG00000021360" 3 1 2 2 2 1 7 3
"ENSBTAG00000021361" 15 19 38 3 4 24 23 14
"ENSBTAG00000021364" 491 507 695 295 727 399 404 477
"ENSBTAG00000021365" 54 97 86 117 178 125 68 144
"ENSBTAG00000021367" 232 283 237 226 585 181 151 174
"ENSBTAG00000021368" 0 0 0 0 0 0 0 4
"ENSBTAG00000021370" 1016 1280 1002 1174 1250 990 990 818
"ENSBTAG00000021372" 1436 1333 1517 1270 2532 1343 1184 1541
"ENSBTAG00000021373" 315 390 471 284 585 297 232 367
"ENSBTAG00000021374" 435 527 496 351 750 433 361 373
"ENSBTAG00000021375" 0 0 1 0 0 0 0 1
"ENSBTAG00000021377" 300 588 364 320 456 517 548 291
"ENSBTAG00000021378" 269 376 371 229 251 449 373 234
"ENSBTAG00000021381" 530 806 738 483 1047 576 636 555
"ENSBTAG00000021386" 0 0 2 0 7 1 0 2
"ENSBTAG00000021390" 3 5 0 1 5 1 1 0
"ENSBTAG00000021392" 1062 1366 1135 967 1253 751 722 822
"ENSBTAG00000021393" 2892 2083 3610 2277 2712 1670 1881 4061
"ENSBTAG00000021394" 28 30 24 16 35 16 19 18
"ENSBTAG00000021395" 2811 3336 4097 2486 4771 3351 2436 2790
"ENSBTAG00000021396" 1381 962 1535 752 4849 1437 756 1876
"ENSBTAG00000021397" 0 0 0 0 0 0 0 0
"ENSBTAG00000021398" 514 592 822 594 656 460 509 557
"ENSBTAG00000021407" 23 46 45 1 7 4 49 16
"ENSBTAG00000021408" 20 7 27 8 6 0 22 4
"ENSBTAG00000021410" 1278 1685 1878 1397 2156 1287 987 1714
"ENSBTAG00000021413" 0 0 0 0 0 0 2 0
"ENSBTAG00000021414" 0 0 0 0 0 2 0 0
"ENSBTAG00000021415" 26 37 70 10 43 97 17 69
"ENSBTAG00000021416" 4718 6431 5232 4423 3640 1859 3576 3790
"ENSBTAG00000021417" 267 319 389 262 373 293 264 251
"ENSBTAG00000021420" 1496 2215 2252 382 687 637 2051 1383
"ENSBTAG00000021421" 2948 4421 2819 3272 3881 3408 1950 2530
"ENSBTAG00000021422" 42 82 80 48 115 56 59 65
"ENSBTAG00000021423" 5 1 3 9 9 2 1 4
"ENSBTAG00000021424" 295 363 278 213 866 301 232 390
"ENSBTAG00000021425" 1542 319 253 2192 58 57 45 339
"ENSBTAG00000021426" 10 6 13 13 2 0 0 1
"ENSBTAG00000021427" 229 158 277 169 311 187 127 171
"ENSBTAG00000021428" 73 69 152 2 8 17 163 41
"ENSBTAG00000021430" 127 49 34 24 31 38 17 37
"ENSBTAG00000021432" 0 0 0 1 0 0 0 0
"ENSBTAG00000021433" 2114 2048 2833 2036 2576 1623 1489 2151
"ENSBTAG00000021434" 1 1 1 0 1 0 0 0
"ENSBTAG00000021435" 128 154 164 54 183 54 81 139
"ENSBTAG00000021437" 38 53 64 24 53 74 59 70
"ENSBTAG00000021438" 204 247 220 190 195 132 184 167
"ENSBTAG00000021439" 0 0 1 0 0 0 0 0
"ENSBTAG00000021442" 753 1275 1302 1128 2026 975 849 1351
"ENSBTAG00000021443" 1 1 4 0 0 1 1 0
"ENSBTAG00000021444" 251 385 559 206 528 357 564 447
"ENSBTAG00000021445" 968 985 1202 528 1497 855 829 1156
"ENSBTAG00000021446" 1 0 0 0 0 1 1 2
"ENSBTAG00000021447" 0 0 1 0 0 0 0 2
"ENSBTAG00000021449" 936 1245 1230 1101 1276 955 775 798
"ENSBTAG00000021452" 1820 1479 1807 1141 2190 1250 1509 1711
"ENSBTAG00000021454" 4 6 11 7 1 6 8 2
"ENSBTAG00000021455" 4916 5229 3910 4549 9976 4777 2917 4413
"ENSBTAG00000021456" 310 360 401 262 244 341 366 225
"ENSBTAG00000021457" 486 596 624 365 986 506 530 623
"ENSBTAG00000021458" 515 320 277 467 626 274 134 304
"ENSBTAG00000021460" 0 0 0 0 0 0 0 0
"ENSBTAG00000021461" 1046 1235 1348 1116 1858 1180 945 1040
"ENSBTAG00000021462" 0 0 1 2 6 3 2 0
"ENSBTAG00000021464" 783 1113 685 1012 917 699 603 485
"ENSBTAG00000021466" 355913 431134 489033 308444 582295 419644 398010 590350
"ENSBTAG00000021467" 1896 3670 2716 2356 4294 3469 3268 2887
"ENSBTAG00000021468" 565 563 749 496 824 577 496 568
"ENSBTAG00000021469" 1082 676 840 471 1172 634 641 900
"ENSBTAG00000021471" 404 438 502 413 419 353 297 333
"ENSBTAG00000021472" 70 107 118 68 146 80 88 134
"ENSBTAG00000021474" 197 323 416 176 272 333 333 233
"ENSBTAG00000021480" 7 13 13 10 7 7 14 5
"ENSBTAG00000021481" 2 3 3 13 0 0 0 1
"ENSBTAG00000021482" 874 1010 897 891 1126 826 718 668
"ENSBTAG00000021483" 730 630 949 815 1016 467 792 1087
"ENSBTAG00000021484" 144 115 112 164 112 43 67 78
"ENSBTAG00000021485" 407 739 726 331 532 568 660 573
"ENSBTAG00000021487" 56 100 120 106 69 106 79 104
"ENSBTAG00000021490" 57 91 63 45 118 84 61 58
"ENSBTAG00000021491" 907 994 1092 927 1273 975 677 877
"ENSBTAG00000021492" 25 9 16 1 20 24 21 52
"ENSBTAG00000021493" 0 0 1 1 0 0 0 0
"ENSBTAG00000021494" 0 2 0 0 0 0 0 0
"ENSBTAG00000021497" 207 114 89 118 216 76 67 140
"ENSBTAG00000021499" 7368 10554 8325 6652 12120 8519 8797 6875
"ENSBTAG00000021501" 123 45 139 50 60 31 431 58
"ENSBTAG00000021503" 13 43 20 54 53 14 30 25
"ENSBTAG00000021504" 27 56 67 27 56 47 26 29
"ENSBTAG00000021505" 450 539 676 346 798 357 438 434
"ENSBTAG00000021506" 1580 2481 1231 2286 1133 1411 1272 1015
"ENSBTAG00000021508" 1 0 5 1 0 1 0 2
"ENSBTAG00000021512" 704 678 750 617 945 526 435 434
"ENSBTAG00000021514" 342 387 438 261 516 454 431 325
"ENSBTAG00000021515" 7 16 19 9 11 25 16 15
"ENSBTAG00000021516" 9 9 18 8 7 34 122 15
"ENSBTAG00000021517" 85 167 86 89 65 111 115 61
"ENSBTAG00000021518" 15 25 29 9 6 15 15 7
"ENSBTAG00000021519" 529 658 620 581 695 531 579 457
"ENSBTAG00000021520" 1906 2574 3142 2619 3460 2449 2100 2232
"ENSBTAG00000021521" 2733 2462 2760 2406 3384 1826 1843 1988
"ENSBTAG00000021522" 1732 1651 725 1672 757 812 213 527
"ENSBTAG00000021523" 4207 3954 3533 3605 5365 3461 2893 3468
"ENSBTAG00000021525" 0 4 12 6 5 7 5 5
"ENSBTAG00000021526" 574 794 642 305 465 409 477 497
"ENSBTAG00000021527" 2246 1481 1323 1247 1833 760 980 1423
"ENSBTAG00000021529" 0 0 0 3 0 0 1 0
"ENSBTAG00000021531" 0 0 0 0 0 0 2 0
"ENSBTAG00000021535" 2925 2660 2098 2572 1554 1045 1606 1544
"ENSBTAG00000021537" 166 151 148 110 188 148 106 120
"ENSBTAG00000021538" 882 867 949 641 1139 564 790 1082
"ENSBTAG00000021540" 1811 1715 2023 1458 1670 1482 1704 1595
"ENSBTAG00000021543" 1103 1177 1507 996 1265 943 1582 1359
"ENSBTAG00000021544" 751 1111 1054 855 1125 883 626 892
"ENSBTAG00000021547" 101 123 82 130 205 92 48 197
"ENSBTAG00000021549" 365 515 448 388 530 460 315 389
"ENSBTAG00000021550" 18 22 47 28 38 28 39 42
"ENSBTAG00000021553" 909 849 729 853 1513 478 679 904
"ENSBTAG00000021554" 453 585 570 665 606 447 400 512
"ENSBTAG00000021556" 1303 1401 1241 1323 1132 766 842 902
"ENSBTAG00000021557" 189 199 132 288 245 174 15 85
"ENSBTAG00000021558" 1213 1102 1545 996 1522 864 987 1030
"ENSBTAG00000021565" 17 42 40 4 50 22 218 37
"ENSBTAG00000021566" 742 612 915 106 991 354 803 484
"ENSBTAG00000021568" 48 26 44 6 28 38 44 21
"ENSBTAG00000021569" 6672 7567 7069 5229 8371 6522 5775 5470
"ENSBTAG00000021570" 155 208 239 66 217 209 176 98
"ENSBTAG00000021573" 1256 1409 1135 1288 1723 1091 1102 1040
"ENSBTAG00000021574" 127 136 209 114 341 102 106 138
"ENSBTAG00000021575" 2858 2527 3031 3140 3256 2089 1884 2515
"ENSBTAG00000021576" 799 1073 666 1704 529 218 451 542
"ENSBTAG00000021577" 6825 4616 5043 6628 4694 3139 3830 4090
"ENSBTAG00000021580" 1511 1956 1281 1351 2827 1509 1245 1379
"ENSBTAG00000021581" 52 93 123 86 90 67 88 70
"ENSBTAG00000021582" 116 98 209 380 1027 579 94 413
"ENSBTAG00000021583" 705 543 595 583 1266 540 385 707
"ENSBTAG00000021586" 340 193 382 292 568 245 197 401
"ENSBTAG00000021587" 310 360 357 318 493 333 289 457
"ENSBTAG00000021588" 2 14 7 12 0 0 0 0
"ENSBTAG00000021590" 3 5 6 3 7 9 11 1
"ENSBTAG00000021591" 1 2 4 0 1 1 0 0
"ENSBTAG00000021592" 1134 1234 1219 1022 1551 917 1059 918
"ENSBTAG00000021594" 628 679 426 531 413 186 255 328
"ENSBTAG00000021595" 328 365 395 263 383 376 332 197
"ENSBTAG00000021596" 5 13 36 3 23 25 11 16
"ENSBTAG00000021600" 1953 2003 2394 2428 1959 1725 1721 1526
"ENSBTAG00000021601" 143 87 225 56 138 84 74 155
"ENSBTAG00000021602" 1285 1239 1786 1156 1896 1037 1151 1443
"ENSBTAG00000021603" 0 0 3 0 0 0 0 0
"ENSBTAG00000021604" 297 410 392 344 297 379 415 265
"ENSBTAG00000021606" 328 402 414 313 545 346 348 431
"ENSBTAG00000021607" 94 177 130 188 111 87 100 86
"ENSBTAG00000021609" 70 39 98 18 45 42 93 68
"ENSBTAG00000021611" 716 865 1051 720 1377 841 694 879
"ENSBTAG00000021614" 623 704 477 864 624 467 355 508
"ENSBTAG00000021615" 1 5 1 0 0 0 0 0
"ENSBTAG00000021616" 0 2 1 1 0 1 0 2
"ENSBTAG00000021617" 2255 1948 2256 1476 3533 1780 1890 2521
"ENSBTAG00000021620" 476 683 687 491 603 539 608 497
"ENSBTAG00000021621" 0 0 1 0 0 0 0 0
"ENSBTAG00000021624" 2 0 0 0 0 0 0 0
"ENSBTAG00000021626" 1 1 0 1 0 2 2 2
"ENSBTAG00000021630" 164 233 218 177 244 232 160 196
"ENSBTAG00000021632" 353 425 303 405 399 242 246 267
"ENSBTAG00000021633" 1286 1438 1400 1143 1632 1033 954 957
"ENSBTAG00000021634" 363 413 360 244 612 304 336 301
"ENSBTAG00000021635" 221 300 427 185 270 265 265 240
"ENSBTAG00000021636" 510 451 517 804 651 507 361 520
"ENSBTAG00000021637" 771 856 1056 864 1115 668 712 970
"ENSBTAG00000021639" 2 12 2 11 14 5 0 12
"ENSBTAG00000021643" 33 23 38 33 69 39 22 42
"ENSBTAG00000021645" 560 535 691 539 831 546 496 637
"ENSBTAG00000021647" 0 0 3 0 0 0 1 2
"ENSBTAG00000021649" 1 7 3 2 7 1 1 0
"ENSBTAG00000021651" 2245 2378 2184 2119 2114 2123 1919 1640
"ENSBTAG00000021652" 25 10 21 14 9 7 7 13
"ENSBTAG00000021653" 8423 8483 8580 7399 11099 6587 7327 8005
"ENSBTAG00000021654" 108 91 145 143 83 67 65 48
"ENSBTAG00000021656" 659 926 745 623 1398 532 594 713
"ENSBTAG00000021657" 0 2 8 0 2 0 0 3
"ENSBTAG00000021658" 286 543 382 239 440 403 479 344
"ENSBTAG00000021660" 761 973 1046 887 1031 732 759 873
"ENSBTAG00000021661" 971 860 930 848 1177 828 809 887
"ENSBTAG00000021663" 208 200 293 95 242 196 139 124
"ENSBTAG00000021664" 19 26 16 20 37 20 14 47
"ENSBTAG00000021667" 0 0 0 0 0 0 0 0
"ENSBTAG00000021668" 73 75 91 103 132 77 76 105
"ENSBTAG00000021669" 389 395 426 199 742 277 386 386
"ENSBTAG00000021671" 289 367 366 383 422 399 325 258
"ENSBTAG00000021672" 46 80 256 32 192 114 103 214
"ENSBTAG00000021673" 47 73 112 220 500 253 66 225
"ENSBTAG00000021675" 3410 3484 3638 3054 3437 2440 2688 2585
"ENSBTAG00000021677" 945 1004 1045 1067 1117 630 809 917
"ENSBTAG00000021678" 6504 9328 5544 7601 6475 3955 2992 4158
"ENSBTAG00000021680" 614 875 936 721 1214 907 791 784
"ENSBTAG00000021681" 7 10 34 18 109 28 15 27
"ENSBTAG00000021684" 0 0 7 0 0 5 3 6
"ENSBTAG00000021685" 33 81 61 251 57 81 74 21
"ENSBTAG00000021686" 74 90 82 192 352 213 44 168
"ENSBTAG00000021687" 420 427 499 411 419 326 355 419
"ENSBTAG00000021688" 1799 2065 1853 1833 1891 1500 1483 1493
"ENSBTAG00000021691" 1217 1678 1382 1425 1422 1377 1037 1123
"ENSBTAG00000021692" 13 7 6 2 8 4 1 4
"ENSBTAG00000021693" 1 1 8 0 3 12 5 0
"ENSBTAG00000021694" 1152 1147 1255 910 1151 866 1102 1021
"ENSBTAG00000021695" 94 114 90 90 66 94 92 63
"ENSBTAG00000021696" 8 2 3 2 13 10 0 9
"ENSBTAG00000021697" 178 234 230 91 473 230 183 252
"ENSBTAG00000021699" 14108 14254 12576 11202 23955 10985 8716 17961
"ENSBTAG00000021700" 371 373 281 178 472 203 251 279
"ENSBTAG00000021703" 433 501 847 343 652 480 878 566
"ENSBTAG00000021705" 1000 1821 1210 1289 1050 1176 837 790
"ENSBTAG00000021706" 2596 2741 4332 1683 4008 2727 3026 3293
"ENSBTAG00000021707" 0 1 10 4 0 0 0 2
"ENSBTAG00000021708" 241 319 338 322 320 270 280 255
"ENSBTAG00000021709" 39 51 132 44 263 126 70 81
"ENSBTAG00000021713" 19 9 23 7 59 21 16 30
"ENSBTAG00000021714" 60 165 82 108 156 137 47 193
"ENSBTAG00000021715" 181 266 193 254 264 192 185 146
"ENSBTAG00000021717" 181 308 434 130 333 130 482 168
"ENSBTAG00000021720" 410 540 452 412 398 475 333 322
"ENSBTAG00000021721" 0 0 0 0 0 0 1 0
"ENSBTAG00000021723" 203 334 481 256 277 218 181 236
"ENSBTAG00000021724" 1101 1477 1248 1107 1349 1193 1064 885
"ENSBTAG00000021725" 407 477 562 388 474 508 610 365
"ENSBTAG00000021726" 1175 1607 1620 1518 1668 1274 1066 1277
"ENSBTAG00000021727" 0 0 2 0 0 0 2 2
"ENSBTAG00000021728" 4 6 18 0 0 1 12 2
"ENSBTAG00000021729" 0 0 0 1 0 0 0 1
"ENSBTAG00000021730" 0 0 0 0 0 0 0 0
"ENSBTAG00000021731" 341 329 288 286 546 269 253 291
"ENSBTAG00000021735" 15 22 18 5 9 8 15 21
"ENSBTAG00000021739" 2 0 4 0 0 0 0 0
"ENSBTAG00000021741" 455 460 498 292 1265 438 444 712
"ENSBTAG00000021742" 425 448 583 488 347 349 513 339
"ENSBTAG00000021743" 167 184 234 214 312 122 168 180
"ENSBTAG00000021744" 1467 2570 1943 1978 2118 1676 1333 1325
"ENSBTAG00000021745" 31 26 13 29 5 12 2 13
"ENSBTAG00000021746" 8249 10461 10682 7112 35419 12482 9737 10563
"ENSBTAG00000021747" 0 0 0 0 0 0 0 0
"ENSBTAG00000021751" 2154 2334 3022 689 1001 619 1203 1558
"ENSBTAG00000021752" 1539 1575 2546 1573 3245 1353 1612 1994
"ENSBTAG00000021754" 331 528 283 350 413 326 238 273
"ENSBTAG00000021755" 2 2 4 1 1 0 2 1
"ENSBTAG00000021756" 1197 1320 1214 1135 1082 943 1148 945
"ENSBTAG00000021759" 1203 1543 1558 1170 1442 1330 912 1117
"ENSBTAG00000021761" 1264 1085 1292 1029 1774 912 1079 1367
"ENSBTAG00000021762" 1066 1187 1219 1020 1711 851 907 924
"ENSBTAG00000021764" 59 66 99 83 88 35 75 110
"ENSBTAG00000021766" 135 177 122 48 258 101 152 108
"ENSBTAG00000021767" 3603 4314 3276 4465 4760 3243 2144 2908
"ENSBTAG00000021768" 682 677 775 687 517 595 674 539
"ENSBTAG00000021769" 3744 3489 3860 3451 4455 2691 2776 3353
"ENSBTAG00000021770" 2 0 1 0 0 0 0 0
"ENSBTAG00000021771" 2441 3120 2535 2343 2929 2173 2554 2077
"ENSBTAG00000021772" 7332 7454 8032 6710 11566 6196 6270 7936
"ENSBTAG00000021773" 258 304 410 245 487 227 300 327
"ENSBTAG00000021774" 2 4 2 7 3 2 0 3
"ENSBTAG00000021775" 0 1 2 0 0 0 0 3
"ENSBTAG00000021776" 463 591 497 327 612 556 439 406
"ENSBTAG00000021777" 8 16 15 17 8 5 15 12
"ENSBTAG00000021778" 1602 1421 1550 1157 4875 1134 1140 2162
"ENSBTAG00000021779" 1516 1923 1711 1720 1596 1276 1149 1165
"ENSBTAG00000021780" 1346 1512 1681 1199 2052 1260 1406 1348
"ENSBTAG00000021781" 782 815 921 806 900 705 693 625
"ENSBTAG00000021785" 295 357 337 297 357 327 291 218
"ENSBTAG00000021786" 11 13 6 18 21 11 7 20
"ENSBTAG00000021787" 76 134 98 77 64 65 77 81
"ENSBTAG00000021789" 158 182 204 97 269 167 143 152
"ENSBTAG00000021790" 457 596 594 598 522 545 525 418
"ENSBTAG00000021791" 745 722 998 556 1248 1020 956 711
"ENSBTAG00000021795" 14 22 13 25 22 7 1 13
"ENSBTAG00000021796" 228 287 292 227 320 316 193 251
"ENSBTAG00000021798" 1438 1428 1395 942 2016 1318 1205 1104
"ENSBTAG00000021799" 1122 1455 1773 893 3025 1534 1590 1594
"ENSBTAG00000021801" 685 773 949 623 977 568 817 803
"ENSBTAG00000021802" 649 811 660 548 582 478 346 404
"ENSBTAG00000021803" 392 421 490 308 480 297 385 285
"ENSBTAG00000021805" 534 771 555 535 624 442 463 448
"ENSBTAG00000021807" 12 8 27 2 30 5 8 8
"ENSBTAG00000021808" 536 572 526 524 751 414 432 426
"ENSBTAG00000021809" 55 59 88 45 66 67 68 54
"ENSBTAG00000021810" 1273 1719 1575 1478 1835 1450 1080 1105
"ENSBTAG00000021811" 688 918 1008 493 1067 684 667 907
"ENSBTAG00000021813" 822 960 820 243 624 463 447 424
"ENSBTAG00000021814" 1 1 2 0 0 0 0 0
"ENSBTAG00000021815" 985 1247 996 809 1735 792 931 866
"ENSBTAG00000021816" 0 0 2 0 0 0 0 0
"ENSBTAG00000021817" 0 0 0 0 0 1 0 0
"ENSBTAG00000021818" 849 784 1086 604 1261 787 796 773
"ENSBTAG00000021819" 2042 2708 2081 2233 3834 1764 2221 2191
"ENSBTAG00000021820" 245 402 339 341 479 415 215 325
"ENSBTAG00000021821" 4 7 3 3 5 9 2 3
"ENSBTAG00000021822" 480 594 537 489 431 421 496 354
"ENSBTAG00000021823" 0 0 0 0 0 0 0 0
"ENSBTAG00000021827" 184 261 102 140 85 89 98 155
"ENSBTAG00000021829" 11219 17874 11375 13071 8576 6025 6262 7271
"ENSBTAG00000021830" 8383 8437 9996 3401 11909 6449 9002 7765
"ENSBTAG00000021831" 0 0 0 1 0 0 0 0
"ENSBTAG00000021832" 509 666 586 567 655 616 503 446
"ENSBTAG00000021833" 1 4 0 0 0 0 2 1
"ENSBTAG00000021835" 552 711 553 404 763 429 519 585
"ENSBTAG00000021836" 199 317 288 188 204 225 337 198
"ENSBTAG00000021837" 35 69 86 58 136 77 58 55
"ENSBTAG00000021838" 1951 1250 1179 1519 2442 935 673 1362
"ENSBTAG00000021841" 686 519 581 465 1411 573 500 582
"ENSBTAG00000021842" 56 58 37 67 58 47 40 83
"ENSBTAG00000021843" 707 532 615 399 1014 457 431 580
"ENSBTAG00000021844" 18 59 99 5 8 5 32 72
"ENSBTAG00000021845" 4392 4715 4808 3770 4864 2699 2949 4242
"ENSBTAG00000021846" 3 10 10 3 8 5 5 8
"ENSBTAG00000021849" 285 313 270 279 290 281 220 201
"ENSBTAG00000021850" 133 152 152 77 209 154 116 109
"ENSBTAG00000021851" 850 1099 1042 931 1089 897 1031 770
"ENSBTAG00000021853" 698 1031 1094 759 873 692 959 751
"ENSBTAG00000021855" 303 353 425 165 517 215 487 293
"ENSBTAG00000021856" 660 737 695 697 884 590 602 737
"ENSBTAG00000021857" 1933 1422 1972 1573 3608 1224 1516 2360
"ENSBTAG00000021858" 0 2 3 0 3 0 0 1
"ENSBTAG00000021859" 270 318 249 252 333 250 259 199
"ENSBTAG00000021861" 238 326 294 230 361 239 323 178
"ENSBTAG00000021862" 169 232 215 188 229 212 193 183
"ENSBTAG00000021864" 470 738 310 777 419 495 272 268
"ENSBTAG00000021865" 320 410 366 323 314 255 268 196
"ENSBTAG00000021867" 47 90 64 50 59 43 57 31
"ENSBTAG00000021869" 1401 1349 1563 1544 1442 923 931 1366
"ENSBTAG00000021870" 291 294 298 227 372 275 205 221
"ENSBTAG00000021872" 176 122 200 196 114 126 90 138
"ENSBTAG00000021874" 25 19 27 64 150 77 15 60
"ENSBTAG00000021875" 573 636 1047 579 801 511 856 877
"ENSBTAG00000021876" 17 26 11 6 24 27 16 25
"ENSBTAG00000021879" 7053 6330 6455 4220 8763 4647 5372 6401
"ENSBTAG00000021880" 394 401 466 256 345 252 246 370
"ENSBTAG00000021882" 0 0 0 0 0 0 0 0
"ENSBTAG00000021883" 4480 3563 5309 2805 4944 3077 3960 3143
"ENSBTAG00000021884" 529 836 882 645 741 694 642 547
"ENSBTAG00000021885" 0 1 2 0 0 0 0 1
"ENSBTAG00000021886" 0 0 5 0 0 0 0 0
"ENSBTAG00000021887" 18 1 65 31 50 5 64 81
"ENSBTAG00000021893" 391 306 404 204 579 282 284 337
"ENSBTAG00000021894" 497 499 609 425 438 454 502 466
"ENSBTAG00000021896" 1306 1220 1417 855 2622 976 992 1536
"ENSBTAG00000021897" 464 504 507 289 436 304 449 327
"ENSBTAG00000021899" 409 397 457 200 788 498 314 506
"ENSBTAG00000021900" 2110 2125 2559 2408 3247 1666 1853 2142
"ENSBTAG00000021901" 90 78 136 60 115 83 121 106
"ENSBTAG00000021902" 597 399 625 508 768 525 268 461
"ENSBTAG00000021903" 31 51 50 38 75 62 44 110
"ENSBTAG00000021904" 90 222 244 130 366 198 233 133
"ENSBTAG00000021905" 125 89 52 63 54 36 25 51
"ENSBTAG00000021906" 23 57 22 26 18 11 35 30
"ENSBTAG00000021910" 7785 7349 9866 7146 11477 5618 6950 8190
"ENSBTAG00000021911" 2636 2119 1726 1783 4282 1580 1401 2449
"ENSBTAG00000021912" 452 608 462 442 614 293 323 363
"ENSBTAG00000021913" 58 45 5 76 12 12 6 8
"ENSBTAG00000021914" 0 0 0 0 0 0 0 0
"ENSBTAG00000021916" 11 13 1 26 5 8 2 9
"ENSBTAG00000021918" 1798 1694 2192 1501 1713 1166 1558 1476
"ENSBTAG00000021919" 513 509 630 391 1145 511 578 650
"ENSBTAG00000021920" 856 1395 1206 860 1120 965 1067 819
"ENSBTAG00000021921" 2654 2478 2457 2218 2565 1613 1694 1753
"ENSBTAG00000021922" 260 316 362 179 656 320 305 433
"ENSBTAG00000021923" 5441 4173 2616 4775 5266 1812 1415 3733
"ENSBTAG00000021924" 5 8 11 14 0 0 1 6
"ENSBTAG00000021927" 323 503 395 486 527 311 238 301
"ENSBTAG00000021928" 39 95 65 45 53 24 77 23
"ENSBTAG00000021931" 483 641 519 550 707 562 378 488
"ENSBTAG00000021932" 1329 1679 2230 1277 3176 1105 812 1641
"ENSBTAG00000021933" 197 168 422 78 769 239 113 270
"ENSBTAG00000021934" 278 290 346 281 313 358 276 369
"ENSBTAG00000021935" 594 787 701 567 845 645 679 486
"ENSBTAG00000021938" 206 153 193 60 275 110 144 108
"ENSBTAG00000021939" 319 418 400 297 471 327 285 317
"ENSBTAG00000021940" 167 143 183 166 200 135 128 150
"ENSBTAG00000021941" 27 36 41 5 92 22 22 25
"ENSBTAG00000021942" 346 344 322 247 452 270 162 254
"ENSBTAG00000021943" 688 724 826 623 1123 667 587 762
"ENSBTAG00000021944" 5771 8243 10164 9064 11279 5562 5237 8972
"ENSBTAG00000021945" 2541 2804 4077 1698 8797 4201 3277 5225
"ENSBTAG00000021948" 860 719 843 648 970 622 772 682
"ENSBTAG00000021949" 0 1 1 0 1 0 0 0
"ENSBTAG00000021951" 1277 1448 1541 1402 1484 1198 1007 1122
"ENSBTAG00000021953" 916 1101 1126 632 1357 780 768 889
"ENSBTAG00000021954" 0 0 0 0 0 0 0 0
"ENSBTAG00000021955" 2904 3214 3864 3160 2987 3137 3162 3270
"ENSBTAG00000021956" 201 263 273 183 191 171 173 197
"ENSBTAG00000021957" 298 408 482 114 531 342 360 515
"ENSBTAG00000021958" 53 68 71 16 150 131 64 63
"ENSBTAG00000021959" 10 13 14 1 20 6 0 29
"ENSBTAG00000021960" 1710 2653 2965 1865 4189 3075 2603 3009
"ENSBTAG00000021961" 467 706 655 575 602 507 436 448
"ENSBTAG00000021962" 826 902 1013 969 1247 797 754 1104
"ENSBTAG00000021963" 646 659 770 685 1173 501 410 717
"ENSBTAG00000021964" 1451 1291 5231 234 3242 4305 3125 1187
"ENSBTAG00000021965" 5470 6996 7582 6152 6607 6443 6400 5156
"ENSBTAG00000021967" 1079 1075 1219 1037 1406 986 1100 1042
"ENSBTAG00000021968" 114 87 125 159 175 95 105 110
"ENSBTAG00000021969" 39 84 36 62 91 19 32 52
"ENSBTAG00000021970" 0 5 4 2 1 3 3 1
"ENSBTAG00000021971" 108 87 127 56 309 98 106 162
"ENSBTAG00000021972" 943 793 647 893 1474 763 447 1168
"ENSBTAG00000021974" 121 174 188 155 153 156 168 127
"ENSBTAG00000021975" 2897 2526 3532 2124 3063 2051 2515 2145
"ENSBTAG00000021976" 3213 3602 3750 3047 3888 3052 2882 2774
